social_network,outbound_post,status,account,account_type,author_name,campaign_name,permalink,scheduledtime,publishedtime,tags,published_date,day_of_week,time_of_day,events_outbound_message,media_format_outbound_message,related_product_outbound_message,msft_learn_product_program_outbound_message,c_641deea526668532c520df4c,msft_learn_content_owner_outbound_message,msft_learn_primary_audience_outbound_message,primary_objective_outbound_message,media_type,permalink_1,account_1,msft_learn_approvers_outbound_message,gdc_impressions_sum,gdc_total_engagements_sum,post_likes_and_reactions_sum,post_comments_sum,post_shares_sum,estimated_clicks_sum,gdc_total_engagement_views_sum,count_of_positive_comments_sum,count_of_neutral_comments_sum,count_of_negative_comments_sum,followers_at_post_time_sum,instagram_business_post_impressions_sum,x_poll_votes_sum,stories_alcance,stories_visitas_perfil,stories_navegacao,stories_seguimentos
LinkedIn,Spreadsheets are our love language.,SENT,Microsoft Learn,LINKEDIN_COMPANY,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.linkedin.com/feed/update/urn:li:share:7428192297697140736,2026-02-13 16:44:13,2026-02-13 16:44:13,,02-13-2026 16:44,Friday,16:00,, , ,Other, ,MSFT Learn | Microsoft created,General,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7428192297697140736,Microsoft Learn,,40969,643,247,5,19,0,643,2,3,0,1069703,0,,,,,
LinkedIn,"Get your starter pack to learn what skills actually get you hired with M365 with Copilot. Sign up by Oct 31 to get Microsoft 365 Personal with Copilot at no cost for one year. After your free year, keep it at a 50% student rate.

Learn more → https://www.microsoft.com/en-us/microsoft-365/college-student-pricing ",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,Social: Broadcast (21),https://www.linkedin.com/feed/update/urn:li:share:7383169584608092160,2025-10-12 12:00:00,2025-10-12 12:00:02,,10-12-2025 12:00,Sunday,12:00,, , ,Copilot, ,MSFT Learn | Agency (Dojo) created,NextGen,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7383169584608092160,Microsoft Learn,,41570,2083,220,3,33,1352,2083,0,1,2,969685,0,,,,,
LinkedIn,"Join us at the Microsoft Copilot & AI Agents Summit and discover how Copilot and AI Agents are transforming productivity, creativity, and business impact across industries.

📅 November 26-27, 2025

What to expect:
• Expert-led sessions on the latest AI innovations
• Real-world use cases and success stories
• Practical guidance to accelerate your AI journey
• 3-Level Agent-a-thon designed for everyone across your organization
🔗 Register now: https://aka.ms/Summit25
 ",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,Social: Broadcast (21),https://www.linkedin.com/feed/update/urn:li:share:7394121247938252800,2025-11-11 16:17:49,2025-11-11 16:18:02,,11-11-2025 16:18,Tuesday,16:00,, , ,Copilot, ,MSFT Learn | Agency (Dojo) created,General,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7394121247938252800,Microsoft Learn,,41670,2130,453,13,113,2112,2130,6,6,1,995134,0,,,,,
LinkedIn,"The job market’s evolving fast, with roles emerging that didn’t exist just a few years ago. To stay ahead, it’s all about future-proofing your skills. 

We’ve pulled together a quick cheat sheet with three rising roles and the key skills to help you thrive in whatever comes next.",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emily Doyen,Z_MSFT Learn | Editorial  (Universal),https://www.linkedin.com/feed/update/urn:li:ugcPost:7369761278728335360,2025-09-05 12:00:00,2025-09-05 12:00:12,,09-05-2025 12:00,Friday,12:00,, , ,, ,MSFT Learn | Agency (Dojo) created,NextGen,,Document,https://www.linkedin.com/feed/update/urn:li:ugcPost:7369761278728335360,Microsoft Learn,Gita Sharma Approver Group,41736,23457,297,6,43,0,23457,4,2,0,947505,0,,,,,
X,"Can’t make it to Ignite in person? No worries. 🌍
You can still join the digital experience from anywhere.
Save the date: November 18–20.
👉 https://ignite.microsoft.com/
  ",SENT,Microsoft Learn,TWITTER,Emma Casey,MSFT Learn | Ignite (Universal),https://twitter.com/MicrosoftLearn/status/1986089878950412472,2025-11-05 10:15:00,2025-11-05 10:15:01,,11-05-2025 10:15,Wednesday,10:00,, , ,Microsoft Learn Community, ,MSFT Learn | Agency (Dojo) created,General,,Photo,https://twitter.com/MicrosoftLearn/status/1986089878950412472,Microsoft Learn,,42533,318,137,23,27,307,318,5,12,6,483624,0,,,,,
LinkedIn,You don’t need to be an AI expert to benefit from Microsoft 365 Copilot. But developing strong prompting skills? That’s the key to unlocking its full potential.,SENT,Microsoft Learn,LINKEDIN_COMPANY,Emily Doyen,Z_MSFT Learn | Editorial  (Universal),https://www.linkedin.com/feed/update/urn:li:ugcPost:7368674116305944577,2025-09-02 12:00:00,2025-09-02 12:00:13,,09-02-2025 12:00,Tuesday,12:00,, , ,Copilot, ,MSFT Learn | Agency (Dojo) created,General,,Document,https://www.linkedin.com/feed/update/urn:li:ugcPost:7368674116305944577,Microsoft Learn,Gita Sharma Approver Group,42898,16312,340,5,56,0,16312,3,2,0,946176,0,,,,,
LinkedIn,"Invest in yourself this season.
Applied Skills Labs offer practical, real‑world examples designed to help you prove your expertise, earn credentials and bring new skills into the new year.
Growth is the gift that never stops giving.",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | OBO (Universal),https://www.linkedin.com/feed/update/urn:li:ugcPost:7408234793483804672,2025-12-20 15:00:00,2025-12-20 15:00:13,,12-20-2025 15:00,Saturday,15:00,, , ,Microsoft Applied Skills, ,MSFT Learn | Microsoft created,General,,Document,https://www.linkedin.com/feed/update/urn:li:ugcPost:7408234793483804672,Microsoft Learn,,43162,20203,450,12,43,0,20203,5,6,1,1027105,0,,,,,
LinkedIn,"Ready to take on the Microsoft Credentials AI Challenge?  💥
Jump in today for the chance to win 50% off a Microsoft Certification exam (18+. Ends March 2): https://learn.microsoft.com/en-us/credentials/microsoft-credentials-ai-challenge?wt.mc_id=credentials_AIChallenge_organicsocial_wwl_LinkedIn",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | OBO (Universal),https://www.linkedin.com/feed/update/urn:li:ugcPost:7422820901458460673,2026-01-29 21:00:00,2026-01-29 21:00:12,,01-29-2026 21:00,Thursday,21:00,, , ,AI Skills Challenge, ,MSFT Learn | Microsoft created,General,,Document,https://www.linkedin.com/feed/update/urn:li:ugcPost:7422820901458460673,Microsoft Learn,Credentials Approver Group,78516,24089,772,13,147,3346,11357,2,2,1,1057052,0,,,,,
LinkedIn,"Join the global digital experience of Microsoft Ignite, Nov 18–20.
Watch live keynotes, hands-on sessions and global networking, all from your screen.
Don’t just follow the future. Be part of it.

👉 Register now → https://ignite.microsoft.com/
 ",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | Ignite (Universal),https://www.linkedin.com/feed/update/urn:li:share:7391855610373304320,2025-11-05 10:15:00,2025-11-05 10:15:11,,11-05-2025 10:15,Wednesday,10:00,, , ,Microsoft Learn Community, ,MSFT Learn | Agency (Dojo) created,General,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7391855610373304320,Microsoft Learn,,45008,1019,358,14,65,871,1019,5,8,1,989712,0,,,,,
LinkedIn,"When it comes to AI, there are plenty of buzzwords out there, and many people are not entirely sure what they mean. 
This guide simplifies the fundamentals and gives you a strong foundation before you move into more advanced concepts. 
Save this as a reference or share it with your team.",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | AON (Universal),https://www.linkedin.com/feed/update/urn:li:ugcPost:7430325352553517057,2026-02-19 14:00:00,2026-02-19 14:00:13,,02-19-2026 14:00,Thursday,14:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,General,,Document,https://www.linkedin.com/feed/update/urn:li:ugcPost:7430325352553517057,Microsoft Learn,,45719,18448,605,19,107,0,18448,10,9,0,1075094,0,,,,,
LinkedIn,"Data engineers - are you a wiz at building clean, well-managed, and accessible data at scale? 

Exam DP‑750 (beta) validates your ability to design, build, and manage data engineering solutions using Azure Databricks, supporting end‑to‑end analytics and AI‑driven workloads.

This exam is ideal for professionals who: 
• Build and manage data pipelines
• Work with large‑scale analytical data
• Enable downstream BI, analytics, and AI experiences
• Collaborate across data engineering, analytics, and platform teams
 
Limited-time beta offer: The first 300 test takers get 80% off* when they take Exam DP-750 (beta) on or before April 2, 2026. Use code DP750Deltona at checkout.

Attending FABCON 2026? Look for two Databricks sessions on Thursday, March 19. 
*Conditions apply, see blog for more details: https://aka.ms/DP750CertificationBetaBlog?wt.mc_id=credentials_changes_blog_wwl_LinkedIn",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | OBO (Universal),https://www.linkedin.com/feed/update/urn:li:share:7437890150858272768,2026-03-12 12:00:00,2026-03-12 12:00:02,,03-12-2026 12:00,Thursday,12:00,, , ,Blog, ,MSFT Learn | Microsoft created,IT Pro,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7437890150858272768,Microsoft Learn,Credentials Approver Group,46959,2391,544,15,70,779,2391,10,2,3,1096105,0,,,,,
Instagram,"Finish 2025 strong. Applied Skills Labs help you build confidence, prove your expertise and carry growth into the new year. 🌱",SENT,microsoftlearn,INSTAGRAM,Emma Casey,MSFT Learn | OBO (Universal),https://www.instagram.com/p/DSd-U7ZEvvQ/,2025-12-20 15:00:01,2025-12-20 15:00:01,,12-20-2025 15:00,Saturday,15:00,, , ,Microsoft Applied Skills, ,MSFT Learn | Microsoft created,General,,Carousel,https://www.instagram.com/p/DSd-U7ZEvvQ/,microsoftlearn,,49310,103,80,3,5,0,103,1,1,1,106765,0,,,,,
X,"Here’s a life hack you didn’t know you needed. You can get 12 months of Microsoft 365 Premium and LinkedIn Premium Career at no cost when you sign up with your college email. 

Get started today https://www.microsoft.com/en-us/microsoft-365/college-student-pricing?ocid=cmmtjpdgdm2",SENT,Microsoft Learn,TWITTER,Marlon Zanatti,MSFT Learn | AON (Universal),https://twitter.com/MicrosoftLearn/status/2019591882649559551,2026-02-05 21:00:00,2026-02-05 21:00:02,,02-05-2026 21:00,Thursday,21:00,, , ,Other, ,MSFT Learn | Microsoft created,NextGen,,Photo,https://twitter.com/MicrosoftLearn/status/2019591882649559551,Microsoft Learn,,50420,3163,561,42,115,3665,3163,3,30,9,478385,0,,,,,
Instagram,"Save this now, and revisit in January to start strong. For now, think about these three steps:
1️⃣Choose one free Microsoft resource.
Ask yourself:
• What do I want to be better at in the next 3–6 months?
• Am I learning for my current role, or preparing for what’s next?
• Do I need structure (guided learning) or exploration (hands-on practice)?
• How much time can I realistically give each week?
This helps you decide between:
• Microsoft Learn (structured paths)
• AI Skills Navigator (direction and mapping)
• Copilot (practice and experimentation)
• Docs (depth and reference)
2️⃣Join a community.
Ask yourself:
• Do I stay motivated learning alone, or with others?
• Would seeing real examples help me understand faster?
• Do I learn best by asking questions or observing discussions?
• Am I looking for inspiration, answers, or accountability?
This points you toward:
• Microsoft Tech Community
• Virtual or in-person Microsoft events
• Learning challenges and shared spaces
3️⃣Let consistency do the rest.
Ask yourself:
• What pace can I maintain without burning out?
• When during my week does learning actually fit?
• What would “showing up” look like for me right now?
• How will I know this is working, even in small ways?
Consistency looks like:
• Short, repeatable sessions
• Progress over perfection
• Letting skills compound over time

You don’t need pressure.
You need clarity and a rhythm you can keep.",SENT,microsoftlearn,INSTAGRAM,Emma Casey,MSFT Learn | OBO (Universal),https://www.instagram.com/p/DSlVkn5DaTH/,2025-12-22 18:00:23,2025-12-22 18:00:23,,12-22-2025 18:00,Monday,18:00,, , ,Other, ,MSFT Learn | Microsoft created,General,,Carousel,https://www.instagram.com/p/DSlVkn5DaTH/,microsoftlearn,,50793,102,84,2,2,0,102,0,1,1,108689,0,,,,,
Threads,anyone else too excited to sleep? 👀,SENT,microsoftlearn,THREADS,SprinklrSystem ,[Auto Import] (Universal),https://www.threads.com/@microsoftlearn/post/DRH4PX5ET20,2025-11-16 10:54:31,2025-11-16 10:54:31,,11-16-2025 10:54,Sunday,10:00,, , ,, ,,,,Text,https://www.threads.com/@microsoftlearn/post/DRH4PX5ET20,microsoftlearn,,51645,116,87,23,6,0,116,4,14,5,8105,0,,,,,
Instagram,Best gift to yourself? Lasting skills. Real proof. Microsoft Credentials.,SENT,microsoftlearn,INSTAGRAM,Emma Casey,MSFT Learn | OBO (Universal),https://www.instagram.com/p/DSiG6nFEtc5/,2025-12-21 15:00:01,2025-12-21 15:00:01,,12-21-2025 15:00,Sunday,15:00,, , ,Microsoft Certifications, ,MSFT Learn | Microsoft created,Biz User,,Carousel,https://www.instagram.com/p/DSiG6nFEtc5/,microsoftlearn,,51878,295,204,8,24,0,295,2,4,2,107687,0,,,,,
LinkedIn,"The barrier to building has collapsed. It used to start with learning code, now it starts with describing the outcome you want. 

Vibe coding makes it possible for anyone to explore, refine, and bring ideas to life without the technical knowledge. What once took days or even weeks to build can now be done in minutes to a few hours with the help of AI.

Not sure where to start? Check out this module: 
https://aiskillsnavigator.microsoft.com/explore/search/module-744d5ffbc281be45a11c4fd62bc2f60d215718c17036a91cf7da7c13abdebddc",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | AON (Universal),https://www.linkedin.com/feed/update/urn:li:ugcPost:7437600280524955648,2026-03-11 16:47:59,2026-03-11 16:48:11,,03-11-2026 16:48,Wednesday,16:00,, , ,Other, ,MSFT Learn | Microsoft created,Biz User,,Document,https://www.linkedin.com/feed/update/urn:li:ugcPost:7437600280524955648,Microsoft Learn,Other,53183,31226,586,25,115,463,31226,8,14,3,1094970,0,,,,,
LinkedIn,"T minus 20 days until the new year, and if you’re one of the millions of learners we had this year we want to celebrate with you! 👇",SENT,Microsoft Learn,LINKEDIN_COMPANY,SprinklrSystem ,[Auto Import] (Universal),https://www.linkedin.com/feed/update/urn:li:ugcPost:7405098644661489664,2025-12-11 23:18:17,2025-12-11 23:18:17,,12-11-2025 23:18,Thursday,23:00,, , ,, ,,,,Poll,https://www.linkedin.com/feed/update/urn:li:ugcPost:7405098644661489664,Microsoft Learn,,53830,1527,92,12,4,0,1527,5,6,1,1021896,0,,,,,
LinkedIn,"Introducing Copilot into the workplace is just the first step. To use it well, teams need structured learning, hands-on practice, and clear examples that connect AI to their actual tasks. 

That’s where Copilot end user training makes all the difference. 

With structured and interactive learning, you can: 

✅ Understand how Copilot can actually help you in your role
✅ Learn prompt patterns that boost accuracy and speed 
✅ Turn daily work into streamlined, repeatable workflows 
✅ Unlock the productivity gains organizations expect from AI 

Register today → https://aka.ms/CEUT
",SENT,Microsoft Learn,LINKEDIN_COMPANY,Marlon Zanatti,MSFT Learn | OBO (Universal),https://www.linkedin.com/feed/update/urn:li:share:7415529844169760768,2026-01-09 18:07:56,2026-01-09 18:08:09,,01-09-2026 18:08,Friday,18:00,, , ,Copilot, ,MSFT Learn | Microsoft created,General,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7415529844169760768,Microsoft Learn,Field Marketing Approver Group,53935,3030,564,10,138,1842,3030,7,3,0,1042598,0,,,,,
Threads,What’s a topic you avoided for ages… until you finally tried it and realized it wasn’t scary at all?,SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DUqRFvUkakO,2026-02-12 09:00:00,2026-02-12 09:00:20,,02-12-2026 09:00,Thursday,09:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,General,,Text,https://www.threads.com/@microsoftlearn/post/DUqRFvUkakO,microsoftlearn,,55048,879,655,211,8,0,879,20,175,16,13102,0,,,,,
LinkedIn,"Do you think you know about AI agents? Test your knowledge with the quiz below!

And complete the Credentials AI Challenge for a chance at 50% off your next Microsoft Certification exam (18+. Ends 3/2.): https://learn.microsoft.com/en-us/credentials/microsoft-credentials-ai-challenge?wt.mc_id=credentials_AIChallenge_organicsocial_wwl_LinkedIn",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | OBO (Universal),https://www.linkedin.com/feed/update/urn:li:ugcPost:7431807915633668096,2026-02-23 16:11:22,2026-02-23 16:11:23,,02-23-2026 16:11,Monday,16:00,, , ,AI Skills Challenge, ,MSFT Learn | Microsoft created,General,,Poll,https://www.linkedin.com/feed/update/urn:li:ugcPost:7431807915633668096,Microsoft Learn,Credentials Approver Group,57149,2174,65,11,2,224,2174,6,4,1,1078683,0,,,,,
LinkedIn,"🚀 Your AI future starts now.

Microsoft Ignite 2025 is where organizations modernize, secure, and automate with next-generation AI and cloud technologies. 
Join us in San Francisco or online to explore what’s next in AI, cloud, and security innovation.

What’s happening at #MSIgnite:
1️⃣ Keynotes from Microsoft leaders on enterprise AI transformation.
2️⃣ Copilot across Microsoft 365, Azure, GitHub, and more: bringing intelligence to every workflow.
3️⃣ Agentic AI and Azure AI Foundry: operationalizing AI and intelligent agents at scale.
4️⃣ Hands-on labs, certifications, and technical deep dives to sharpen your skills.
5️⃣ Industry sessions powered by Microsoft Fabric and Azure data integration.
6️⃣ Connect with experts and peers to accelerate your modernization journey.

Your next step:
⭐ Deploy AI apps with Azure OpenAI Service and GitHub Copilot
⭐ Integrate data and insights with Microsoft Fabric
⭐ Secure your cloud with Zero Trust architecture
⭐ Automate and accelerate DevOps with agentic AI

Start now: Join the Ignite Learning Challenge → https://lnkd.in/e6zAfDew",SENT,Microsoft Learn,LINKEDIN_COMPANY,SprinklrSystem ,MSFT Learn | Ignite (Universal),https://www.linkedin.com/feed/update/urn:li:share:7396450015226777600,2025-11-18 09:45:02,2025-11-18 09:45:02,,11-18-2025 09:45,Tuesday,09:00,, , ,, ,,,,Link,https://www.linkedin.com/feed/update/urn:li:share:7396450015226777600,Microsoft Learn,,57213,1581,204,0,44,0,1581,0,0,0,1002862,0,,,,,
